"ZONA PORTUARIA               ","SOCIEDAD PORTUARIA","TIPO DE SERVICIO","TIPO DE CARGA","EXPORTACION","IMPORTACIÓN","TRANSBORDO","TRANSITO INTERNACIONAL","FLUVIAL","CABOTAJE","MOVILIZACIONES A BORDO","TRANSITORIA","AÑO VIGENCIA","MES VIGENCIA"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","17,727","0","0","0","0","0","0","2,019","1"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","28,602","0","0","0","0","0","0","2,022","8"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","124,202","0","0","0","0","0","0","0","2,025","8"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","130,796","0","0","0","0","0","0","0","2,023","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","112,310","165,597","30,017","0","0","0","0","0","2,020","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","100,609","89,124","24,973","0","0","0","0","0","2,023","9"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","CONTENEDORES","88,768","132,227","387,006","0","0","0","0","0","2,019","10"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","0","0","0","0","5,546","0","0","2,018","9"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","GENERAL","15,989","0","0","0","0","0","0","0","2,024","3"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","136,772","216,510","1,270,050","0","0","70,353","0","0","2,020","1"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","15,146","0","0","0","0","0","0","2,022","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","CARBON AL GRANEL","0","28,021","0","0","0","0","0","0","2,021","10"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GENERAL","0","0","0","0","0","4,538","0","0","2,023","3"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GENERAL","3,741","8,691","0","0","0","1,019","0","0","2,019","5"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","47,566","0","0","0","0","0","0","2,022","7"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","3,862","0","0","2,024","2"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CONTENEDORES","18,646","21,370","11,733","19,841","0","0","0","0","2,019","6"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","1,019,652","0","0","0","0","0","0","0","2,022","8"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","121,311","261,781","0","0","0","17,752","0","0","2,024","8"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","541","2,435","0","8","0","6,015","0","0","2,019","6"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","137,225","89,277","0","0","0","0","0","0","2,024","5"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","83,896","0","0","0","0","0","0","0","2,023","6"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","28,000","0","0","0","0","0","0","2,023","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","45,305","67,121","2,575","1,750","0","0","0","380","2,022","9"
"Z.P. RIO MAGDALENA","SOCIEDAD PORTUARIA LA GLORIA DE COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","43,096","0","0","0","2,025","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","0","4,001","0","0","0","0","0","0","2,022","5"
"TUMACO","ROMERO Y BURGOS & CIA S.EN C.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","0","0","0","2,020","5"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","349","1,100","0","0","0","4,023","0","0","2,020","6"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","3,398","0","0","2,020","11"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","78,641","17,153","889","0","0","5,372","0","0","2,022","3"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","3,692","0","0","0","0","0","0","0","2,021","1"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,167","0","0","2,018","8"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","19,395","0","0","0","0","0","0","2,020","11"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","9,354","6,249","0","0","0","431","0","0","2,022","12"
"TUMACO","ROMERO Y BURGOS & CIA S.EN C.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","109","0","0","0","2,019","12"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CONTENEDORES","14,600","12,044","5,196","26,180","0","0","0","0","2,020","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL LIQUIDO","0","3,145","0","0","0","0","0","0","2,024","3"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","13,033","0","0","0","0","0","0","2,018","4"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","28,000","0","0","0","0","0","0","2,024","6"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","61,584","0","0","0","0","0","0","2,024","4"
"CARTAGENA","PRIMAX COLOMBIA S.A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","48","0","0","0","2,025","2"
"CARTAGENA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","7,957","0","0","0","0","0","0","2,019","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","0","34,914","0","0","0","0","0","0","2,020","2"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","GENERAL","2","157","1","0","0","0","0","0","2,019","9"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CONTENEDORES","21,739","16,988","0","46","0","0","0","0","2,023","8"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","4,536","0","0","2,023","11"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","1,177,113","0","0","0","0","0","0","0","2,023","8"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","CONTENEDORES","39,838","3,739","0","0","0","4,828","0","0","2,023","12"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","50,448","0","0","0","0","0","0","2,020","3"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","3,675","0","0","2,019","7"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","21,860","0","0","0","0","0","0","2,023","4"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","4,096","6,806","0","0","0","0","0","0","2,018","12"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","107,649","0","0","0","2,024","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","0","31,721","0","0","0","0","0","0","2,023","10"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","4,325","0","0","2,022","9"
"TUMACO","ROMERO Y BURGOS & CIA S.EN C.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","0","0","0","2,020","10"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","91,547","0","0","0","0","0","0","0","2,020","9"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","57,075","0","0","0","0","0","0","0","2,019","5"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","102,558","0","0","0","0","0","0","2,019","4"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","1,501","0","0","0","0","0","0","0","2,018","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","11,550","302,302","0","0","0","0","0","0","2,023","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","6,601","0","0","0","0","0","0","2,018","10"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","204,569","0","0","0","0","0","0","0","2,023","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","10,450","0","0","0","0","0","0","2,024","5"
"CARTAGENA","COREMAR SHOREBASE SA","PUBLICO","GRANEL LIQUIDO","0","0","0","0","26","0","0","0","2,021","2"
"TURBO","PORTUARIA PUNTA DE VACA S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","1,538","0","0","2,021","3"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","7,150","0","0","0","0","0","0","2,018","12"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","39,356","0","0","0","0","0","0","2,020","6"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","CONTENEDORES","65,171","7,342","0","0","0","9,259","0","0","2,025","7"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","784,455","0","0","0","0","0","0","0","2,019","5"
"CARTAGENA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","4,193","0","0","0","0","0","0","2,023","9"
"TUMACO","ROMERO Y BURGOS & CIA S.EN C.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","126","0","0","0","2,018","5"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","GENERAL","0","34","1","0","0","0","0","0","2,019","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA MICHELLMAR S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","307","0","0","0","2,024","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","59,166","150,868","18,902","0","0","0","0","0","2,022","9"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","77,011","77,207","0","0","0","0","0","0","2,023","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","245,440","0","0","0","0","0","0","0","2,019","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","75,966","0","0","0","0","0","0","2,022","5"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","43,623","0","0","0","0","0","0","2,021","4"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","86,905","274,214","0","0","0","13,421","0","0","2,023","6"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","CONTENEDORES","0","786","0","0","0","0","0","0","2,022","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","68,782","100,573","19,216","0","0","0","0","0","2,019","11"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","86,388","44,000","0","0","0","0","0","0","2,024","2"
"TUMACO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","71,550","0","0","0","0","0","0","0","2,023","3"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","0","3,665","0","0","0","0","0","0","2,019","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","12,215","0","0","0","0","0","0","2,023","7"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","719,349","90,216","0","0","0","0","0","0","2,025","2"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","4","22,952","0","0","0","0","0","0","2,023","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","1,575","0","0","0","0","0","0","0","2,019","3"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","8,292","0","0","0","0","0","0","0","2,021","7"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","2,339","5,318","0","0","0","0","0","94","2,021","3"
"TUMACO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","50,413","0","0","0","0","0","0","0","2,018","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","0","5,501","0","0","0","0","0","0","2,020","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","352,899","0","0","0","0","0","0","2,021","4"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","12,557","0","0","0","10,185","0","0","2,019","2"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","148,054","0","0","0","2,022","8"
"CARTAGENA","SOCIEDAD PORTUARIA DEXTON S.A.","PUBLICO","GRANEL LIQUIDO","0","2,831","0","0","0","0","0","0","2,021","10"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","3,401","5,046","0","0","0","0","0","0","2,018","7"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","73,151","0","0","0","0","0","0","0","2,020","2"
"CARTAGENA","COREMAR SHOREBASE SA","PUBLICO","GENERAL","0","2,092","0","0","0","0","0","0","2,021","3"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","195,911","204,805","1,183,704","0","0","76,307","0","0","2,022","12"
"SANTA MARTA","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","0","383,015","0","0","0","138,161","0","0","2,023","10"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","12,500","0","0","0","0","381","0","0","2,023","10"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","25,493","1,184","0","0","0","0","0","2,023","4"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","33,990","0","0","0","0","0","0","0","2,021","2"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","5,996","0","0","0","0","0","0","0","2,023","3"
"CARTAGENA","SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.","PUBLICO","GRANEL LIQUIDO","16,852","0","0","0","0","0","0","0","2,018","3"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","92","0","0","0","5,881","0","0","2,019","8"
"CARTAGENA","SOCIEDAD PORTUARIA DEXTON S.A.","PUBLICO","GRANEL LIQUIDO","12,548","1,572","0","0","0","0","0","0","2,021","12"
"TUMACO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","50,573","0","0","0","0","0","0","0","2,018","7"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","GENERAL","19,256","0","0","0","0","0","0","0","2,024","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","68,671","14,345","26","0","0","3,108","0","0","2,024","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","87,109","0","0","0","0","0","0","2,021","2"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","123,082","0","0","0","0","0","0","0","2,022","6"
"CARTAGENA","SOCIEDAD PORTUARIA DEXTON S.A.","PUBLICO","GRANEL LIQUIDO","0","3,089","0","0","0","0","0","0","2,021","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","157,982","0","0","0","0","0","0","2,018","1"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","28,000","0","0","0","0","0","0","2,022","12"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","11,094","55,369","0","0","0","0","0","0","2,018","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","5,578","0","0","0","0","0","0","2,021","12"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GENERAL","0","378","0","0","0","33,837","0","0","2,020","4"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","582,795","0","0","0","0","0","0","0","2,024","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","0","41,113","0","0","0","624","0","0","2,023","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","55,000","0","0","0","0","0","0","0","2,023","4"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","69,260","0","0","0","0","0","0","2,023","8"
"TURBO","PORTUARIA PUNTA DE VACA S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","773","0","0","2,018","3"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","952,818","0","0","0","0","0","0","0","2,024","7"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","CONTENEDORES","60,205","7,409","0","0","0","8,879","0","0","2,025","8"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","102","0","0","0","5,254","0","0","2,021","12"
"TUMACO","ROMERO Y BURGOS & CIA S.EN C.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","97","0","0","0","2,019","6"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","2,874","0","0","0","0","0","0","2,023","7"
"BARRANCABERMEJA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","127,399","0","0","0","2,021","6"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","99,366","18,902","0","0","0","0","0","0","2,021","11"
"Z.P. RIO MAGDALENA","SOCIEDAD PORTUARIA LA GLORIA DE COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","43,076","0","0","0","2,025","7"
"TUMACO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","38,023","0","0","0","0","0","0","0","2,018","4"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","5,577","0","0","0","0","0","0","2,024","10"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","40,600","0","0","0","0","0","0","2,024","4"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","GENERAL","0","1,287","0","0","0","0","0","0","2,021","6"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","153,155","38,536","0","0","0","266,915","0","0","2,023","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","18","60,573","0","0","0","0","0","0","2,018","3"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","CONTENEDORES","83,548","144,537","396,986","0","0","10,653","0","0","2,024","5"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL LIQUIDO","30,910","13,950","0","0","0","0","0","0","2,024","3"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","67,678","0","0","0","0","35,117","0","0","2,020","5"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","CARBON AL GRANEL","45,100","0","0","0","0","0","0","0","2,023","11"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","87,820","0","0","0","0","0","0","2,022","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","2,400","0","0","0","0","0","0","0","2,018","11"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","1,037,543","0","0","0","0","0","0","0","2,024","6"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","53,256","0","0","0","0","0","0","2,018","3"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GENERAL","2,414","18,696","0","0","0","0","0","0","2,023","5"
"SANTA MARTA","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","0","418,976","0","0","0","0","0","0","2,019","7"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","0","11,173","0","0","0","0","0","0","2,023","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","1,998","4,001","0","0","0","0","0","0","2,023","12"
"BARRANCABERMEJA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","127,433","0","0","0","2,022","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA MICHELLMAR S.A.","PUBLICO","GRANEL LIQUIDO","11,170","3,608","0","0","0","0","0","0","2,024","6"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","14,601","1,913","0","0","0","442","0","0","2,023","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","0","5,000","0","0","0","0","0","0","2,024","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","6","21,908","0","0","0","608","0","0","2,025","7"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","77,868","0","0","0","0","0","0","2,019","11"
"TUMACO","ROMERO Y BURGOS & CIA S.EN C.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","139","0","0","0","2,018","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","54,178","63,002","4,781","0","0","0","0","0","2,021","6"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","GENERAL","0","63","1","0","0","0","0","0","2,025","7"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","40,531","0","0","0","0","0","0","2,023","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","13,242","38,324","0","0","0","0","0","0","2,021","8"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","78,419","48,338","0","0","0","0","0","0","2,019","9"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GENERAL","534","5,787","0","0","0","0","0","0","2,023","3"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","72,092","0","0","0","0","0","0","2,022","12"
